#id	length	8Cell_Ctrl_rep1	8Cell_Ctrl_rep2	8Cell_Ctrl_rep3	8Cell_siKlf5_rep1	8Cell_siKlf5_rep2	8Cell_siKlf5_rep3
Kirrel2	3122	8	6	2	1	0	2
Kirrel3	4908	4	8	6	4	10	0
Kis2	2031	0	0	0	0	0	0
Kiss1	496	1	6	20	1	4	13
Kiss1r	3162	38	26	38	20	20	29
Kit	5181	638	647	684	749	770	616
Kitl	5450	66	74	225	98	51	91
Kiz	2150	184	290	189	225	294	215
Kl	5118	12	0	2	2	4	1
Klb	3439	239	319	313	457	300	370
Klc1	3180	516	660	579	655	550	454
Klc2	3054	272	386	346	326	239	222
Klc3	2028	25	38	33	12	14	22
Klc4	2322	386	424	406	477	386	345
Klf1	1534	42	42	26	25	21	36
Klf10	3817	740	1116	1058	901	392	401
Klf11	3982	708	1012	1004	547	482	415
Klf12	5734	14	26	0	26	7	0
Klf13	6396	999	1534	1258	1132	894	858
Klf14	2970	0	6	4	10	0	8
Klf15	2294	10	0	0	8	0	0
Klf16	2652	1007	1113	1060	1076	821	744
Klf17	3595	6414	5947	6813	9372	7906	7857
Klf2	1816	4645	5818	5053	7962	7004	5753
Klf3	2314	562	521	504	567	508	369
Klf4	3044	2632	3010	2891	4343	3275	3055
Klf5	1725	15254	18043	18021	3020	2196	2276
Klf6	4217	4	24	30	16	11	12
Klf7	1336	11	11	16	21	16	27
Klf8	4457	1108	1355	1387	609	570	524
Klf9	3263	1875	2079	2020	1966	1831	1666
Klhdc1	1949	227	187	179	252	131	190
Klhdc10	5883	385	363	345	463	411	406
Klhdc2	1946	1354	1515	1449	1875	1660	1347
Klhdc3	2125	83	117	152	110	90	83
Klhdc4	2083	2478	2559	2669	3055	2602	2243
Klhdc7a	5854	0	0	0	0	0	10
Klhdc7b	1818	0	0	4	13	18	6
Klhdc8a	4269	1	6	0	0	0	0
Klhdc8b	2953	6	22	8	7	13	3
Klhdc9	1555	95	98	99	108	129	82
Klhl1	4048	6	0	6	4	8	2
Klhl10	2012	217	300	273	425	363	337
Klhl11	2436	3452	3955	3870	4148	3539	2977
Klhl12	3196	1448	1823	1718	2126	1634	1667
Klhl13	3522	22	30	38	21	54	31
Klhl14	4018	11	27	49	1	2	0
Klhl15	5256	513	810	653	714	684	670
Klhl17	3014	131	132	136	131	81	73
Klhl18	4530	569	806	621	568	468	548
Klhl2	3319	862	1119	1006	1220	879	975
Klhl20	4037	206	221	220	217	148	153
Klhl21	3895	1696	2047	1804	3239	2781	2518
Klhl22	2618	208	274	291	298	203	240
Klhl23	4617	6	4	12	4	24	4
Klhl24	6683	397	416	594	273	262	212
Klhl25	3735	26	32	34	44	46	38
Klhl26	3069	41	23	35	27	6	17
Klhl28	2854	120	219	226	200	200	214
Klhl29	7047	8	28	9	8	10	17
Klhl3	2142	2	7	10	17	3	11
Klhl30	3020	25	8	9	15	14	18
Klhl31	6257	0	0	4	2	0	0
Klhl32	2386	21	14	30	17	19	27
Klhl33	1602	0	0	0	6	0	0
Klhl34	2626	0	0	0	0	2	4
Klhl35	1952	109	118	141	128	72	125
Klhl36	2142	16	16	26	24	22	32
Klhl38	2212	0	1	0	0	0	0
Klhl4	3884	4	0	0	0	0	4
Klhl40	2455	0	1	14	29	29	16
Klhl41	2538	33	28	46	41	34	43
Klhl42	6571	87	93	122	88	110	111
Klhl5	3408	28	14	34	27	18	16
Klhl6	2405	17	34	25	28	75	30
Klhl7	3427	640	847	764	644	524	548
Klhl8	3163	1235	1339	1429	1851	1722	1458
Klhl9	4217	424	406	562	502	506	420
Klk1	876	1	0	0	0	1	0
Klk10	1354	0	6	18	4	0	5
Klk11	1449	1	0	0	0	0	1
Klk12	930	0	0	0	0	0	5
Klk13	1033	4	2	0	2	1	0
Klk14	1270	2	15	4	6	2	2
Klk15	765	0	2	0	0	0	0
Klk1b1	847	0	0	0	0	2	0
Klk1b11	861	2	0	0	0	0	0
Klk1b16	1381	0	0	0	0	4	0
Klk1b21	903	0	0	0	0	0	1
Klk1b22	799	0	2	0	0	0	0
Klk1b24	847	0	0	6	3	10	4
Klk1b26	873	0	0	0	0	0	0
Klk1b27	888	2	1	0	0	0	1
Klk1b3	888	0	1	0	3	0	1
Klk1b4	839	12	2	0	0	4	0
Klk1b5	861	1	2	0	0	0	0
Klk1b7-ps	448	2	0	0	0	0	0
Klk1b8	848	0	0	0	0	0	0
Klk1b9	870	0	0	0	2	0	0
Klk4	1237	1	0	0	0	0	0
Klk5	1239	0	0	0	2	1	0
Klk6	1410	2	0	0	0	0	0
Klk7	1745	0	0	0	2	0	0
Klk8	1322	3	2	0	0	0	0
Klk9	1475	0	1	0	0	0	2
Klkb1	2463	0	0	2	0	4	0
Klra1	1667	0	0	0	2	0	0
Klra10	823	0	0	0	0	0	0
Klra12	860	0	0	0	0	0	0
Klra13-ps	815	0	0	0	0	0	0
Klra14-ps	802	0	0	0	0	0	0
Klra15	1076	0	0	0	0	0	0
Klra17	1177	0	3	0	0	0	2
Klra18	1230	0	0	0	0	0	0
Klra19	1106	0	0	0	0	0	0
Klra2	1886	1	0	0	0	0	0
Klra21	1137	0	0	0	0	0	0
Klra22	1233	0	0	0	0	0	0
Klra23	935	0	0	0	0	0	0
Klra3	1324	8	0	2	12	5	5
Klra4	971	0	0	0	0	0	0
Klra5	1151	0	0	0	0	0	0
Klra6	1116	0	0	0	0	0	0
Klra7	1238	0	0	0	0	0	0
Klra8	1178	0	0	0	0	0	0
Klra9	1194	0	0	4	0	0	0
Klrb1	645	0	6	0	7	4	14
Klrb1a	1274	8	22	15	14	14	19
Klrb1b	2212	0	1	0	0	0	0
Klrb1c	2632	0	2	1	0	0	0
Klrb1f	1708	2	0	0	0	0	0
Klrb1-ps1	549	0	1	0	0	0	0
Klrc1	1983	0	0	0	0	0	0
Klrc2	782	0	0	0	0	0	0
Klrc3	666	0	0	0	0	0	0
Klrd1	866	0	0	0	0	0	0
Klre1	913	0	0	0	0	0	0
Klrg1	1364	0	2	10	0	0	0
Klrg2	2282	927	1052	1113	1210	1061	1058
Klri1	838	0	0	0	0	0	0
Klri2	3913	0	6	0	0	0	0
Klrk1	3344	0	0	4	2	0	0
Kmo	2498	0	4	0	6	0	0
Kmt2a	16439	79	129	79	149	111	152
Kmt2b	8484	2943	3684	3824	3822	2895	2588
Kmt2c	16820	34595	40853	39313	39793	34243	34031
Kmt2d	19827	9862	11529	11868	12708	9956	8513
Kmt2e	7258	428	587	707	758	594	556
Kncn	951	25	28	12	24	22	5
Kndc1	7302	17	39	29	23	5	26
Kng1	2900	331	494	400	371	246	237
Kng2	2522	3	14	16	30	6	10
Knop1	5612	5257	5482	5638	6344	5538	4888
Knstrn	3118	702	531	756	740	768	633
Kntc1	6961	884	1307	1234	1160	959	893
Kpna1	4022	9772	11431	10296	15456	14305	13196
Kpna2	2038	10648	13501	11999	18303	16407	15874
Kpna3	4167	1562	1906	1890	2256	2082	2020
Kpna4	3726	2967	3821	3963	3867	3524	3385
Kpna6	5711	1601	2108	1800	2001	2003	1686
Kpna7	2248	63	82	46	59	51	48
Kpnb1	5909	19238	23235	23000	27341	21772	20240
Kprp	2729	2	6	3	0	0	0
Kptn	1649	278	358	308	482	370	441
Kras	4670	1748	2517	2326	2206	2049	1879
Krba1	7005	297	367	423	351	269	291
Krcc1	1749	575	572	615	730	607	527
Kremen1	4907	302	357	317	373	268	296
Kremen2	2117	54	35	65	19	11	28
Kri1	2598	2175	2576	2399	2581	2132	1863
Krit1	6414	390	556	555	604	503	439
Krr1	4990	4249	4779	4771	5377	4814	4282
Krt1	2447	0	10	0	0	0	0
Krt10	2092	38	40	67	47	18	34
Krt12	1854	1	2	6	4	4	0
Krt13	1314	0	0	3	0	0	10
Krt14	1660	2	2	10	7	0	1
Krt15	1720	0	0	0	0	1	0
Krt16	1565	0	0	0	0	0	0
Krt17	1511	0	0	3	0	0	0
Krt18	1400	201	161	265	167	128	76
Krt19	1374	0	0	2	2	6	0
Krt2	2613	0	0	0	0	0	0
Krt20	1930	0	0	0	1	0	2
Krt222	2735	28	10	14	14	23	34
Krt23	1539	0	0	1	0	0	0
Krt24	1689	0	0	0	4	6	2
Krt25	1651	8	2	0	2	8	2
Krt26	2600	0	0	2	2	0	1
Krt27	1539	0	0	0	0	3	2
Krt28	1489	91	124	117	190	182	112
Krt31	1581	0	0	0	2	0	0
Krt32	1673	0	0	1	0	2	1
Krt33a	1679	0	0	1	4	0	0
Krt33b	1581	0	0	0	1	0	0
Krt34	1605	0	0	0	0	1	0
Krt35	1722	0	0	0	0	0	0
Krt36	1665	2	0	0	0	0	4
Krt39	1449	0	0	0	0	0	0
Krt4	2133	0	0	0	0	2	0
Krt40	1320	2	2	0	1	0	0
Krt42	1547	4	0	12	0	0	0
Krt5	2190	2	0	0	0	0	0
Krt6a	2258	0	0	0	0	0	0
Krt6b	2237	0	0	0	0	2	0
Krt7	1586	33	24	19	8	6	6
Krt71	2174	0	0	2	0	1	0
Krt72	1563	0	3	0	4	2	3
Krt73	2154	0	4	2	4	0	4
Krt74	1589	0	0	0	0	0	1
Krt75	3268	0	4	0	0	0	0
Krt76	2312	0	3	6	0	2	0
Krt77	1719	0	0	2	0	2	2
Krt78	3434	2	8	12	2	8	4
Krt79	2097	0	0	0	0	0	0
Krt8	1805	366	342	461	133	96	56
Krt80	1774	0	6	0	0	5	0
Krt81	1857	0	0	0	0	0	1
Krt82	2095	4	0	1	1	10	0
Krt83	1826	0	4	2	0	4	0
Krt84	2570	89	168	88	158	108	100
Krt85	2027	1	0	0	0	0	0
Krt86	1960	0	0	2	0	0	0
Krt9	2580	8	0	0	4	2	0
Krtap10-10	1305	0	0	0	0	0	0
Krtap10-4	902	0	0	0	0	0	0
Krtap11-1	1008	0	0	0	0	0	0
Krtap12-1	671	0	0	0	0	0	0
Krtap13	885	0	0	0	0	0	1
Krtap1-3	917	0	0	0	0	0	0
Krtap13-1	750	0	0	0	0	0	0
Krtap14	855	0	0	0	0	0	0
Krtap1-4	1129	0	0	0	0	0	0
Krtap15	836	0	0	0	0	0	3
Krtap1-5	1040	0	2	0	0	0	0
Krtap16-1	1891	0	0	0	0	0	0
Krtap16-3	570	0	0	0	0	0	0
Krtap17-1	763	0	0	0	0	0	0
Krtap19-1	493	0	0	0	0	0	2
Krtap19-2	605	0	0	1	0	0	0
Krtap19-3	526	0	0	0	0	0	0
Krtap19-4	304	0	0	0	0	0	0
Krtap19-5	482	0	0	0	0	1	0
Krtap19-9b	461	0	0	0	0	0	0
Krtap20-2	534	0	0	0	0	0	0
Krtap21-1	748	0	0	2	0	0	0
Krtap22-2	380	0	0	0	0	0	0
Krtap2-4	830	0	0	0	0	0	0
Krtap24-1	1571	1	0	0	4	0	0
Krtap26-1	973	0	0	0	0	0	0
Krtap27-1	609	0	0	0	2	0	0
Krtap3-1	604	0	0	0	0	0	0
Krtap31-1	971	0	0	0	0	0	0
Krtap31-2	935	0	0	0	0	0	0
Krtap3-2	1031	0	0	0	0	0	0
Krtap3-3	732	0	0	0	0	0	0
Krtap4-1	1011	0	0	0	0	0	0
Krtap4-13	819	2	0	0	0	0	0
Krtap4-16	951	0	0	0	0	0	0
Krtap4-2	971	0	0	0	0	0	0
Krtap4-6	918	0	0	0	0	0	0
Krtap4-7	978	0	0	0	0	0	0
Krtap4-8	630	0	0	0	0	0	0
Krtap4-9	1058	0	0	0	0	0	0
Krtap5-1	693	1	0	0	0	0	0
Krtap5-2	1474	0	2	0	0	0	0
Krtap5-3	1652	0	0	0	0	0	0
Krtap5-4	1002	0	0	0	0	0	0
Krtap5-5	1177	0	4	0	0	0	0
Krtap6-1	594	0	0	0	0	0	0
Krtap6-2	789	0	0	0	0	0	0
Krtap6-5	611	0	0	0	0	0	0
Krtap7-1	621	0	0	0	0	0	0
Krtap8-1	579	0	0	8	0	0	0
Krtap9-1	612	0	0	0	0	0	0
Krtap9-3	759	0	0	0	0	0	0
Krtap9-5	1077	0	0	0	0	0	0
Krtcap2	516	281	357	299	265	232	213
Krtcap3	904	33	42	36	41	20	47
Krtdap	456	3	4	4	0	0	0
Ksr1	4081	82	81	105	74	71	82
Ksr2	6135	9	16	5	18	12	1
Kti12	1556	1275	1247	1168	1656	1256	1002
Ktn1	4739	3337	4055	3841	5435	4702	3995
Kxd1	1216	1006	1245	1149	1246	931	930
Ky	5449	7	0	7	2	0	0
Kynu	5111	0	4	0	0	4	0
L1cam	5288	530	645	769	388	452	380
L1td1	2942	424	688	698	616	532	467
L2hgdh	3338	4499	5375	4605	5222	4712	4635
L3hypdh	1705	54	46	50	65	25	40
L3mbtl1	2733	37	37	28	78	53	93
L3mbtl2	3810	2297	2807	2615	2527	2302	2087
L3mbtl3	3411	1354	1471	1662	2285	1577	1550
L3mbtl4	4570	4	12	12	0	6	6
l7Rn6	3552	559	791	729	695	546	584
Lacc1	2419	4	6	12	26	16	22
Lace1	2513	43	64	85	42	59	53
Lactb	2031	621	753	981	946	773	715
Lactb2	1887	1548	1877	1697	1734	1707	1417
Lactbl1	1954	6	1	3	0	2	2
Lad1	2992	67	112	143	113	78	63
Lag3	2003	7	3	7	10	5	4
Lage3	760	66	82	131	116	60	102
Lair1	3633	7	3	8	9	8	6
Lalba	733	0	0	0	0	0	0
Lama1	9518	16	39	60	27	7	20
Lama2	9713	458	548	682	730	696	578
Lama3	10342	34	26	40	13	23	25
Lama4	6046	119	150	164	103	86	78
Lama5	11388	1782	1858	1663	2099	1390	1395
Lamb1	5778	1482	1735	1788	1997	1733	1619
Lamb2	5624	157	188	175	86	101	96
Lamb3	4164	0	2	0	6	0	1
Lamc1	7622	984	1095	1371	730	750	422
Lamc2	5164	139	118	276	166	142	187
Lamc3	5930	22	20	6	34	45	31
Lamp1	2255	7767	9798	9011	9697	7782	7125
Lamp2	5062	6906	8243	7389	8345	8802	9153
Lamp3	3343	29	6	14	11	12	14
Lamp5	1955	0	0	0	0	0	0
Lamtor1	1186	801	874	760	874	851	716
Lamtor2	571	153	195	348	175	228	216
Lamtor3	1263	307	389	408	347	347	325
Lamtor4	877	38	85	91	87	74	95
Lamtor5	883	276	239	257	383	238	294
Lancl1	4461	117	148	189	185	152	115
Lancl2	3657	28	6	32	126	26	28
Lancl3	3920	26	32	12	42	44	28
Lao1	1958	0	2	6	0	0	0
Lap3	2267	915	1034	1033	1136	991	1081
Laptm4a	2129	1151	1378	1498	1525	1230	1244
Laptm4b	1897	205	210	268	251	224	195
Laptm5	2398	0	0	0	6	4	0
Large	3669	13	42	36	44	31	34
Larp1	6615	32781	39933	36280	40110	31160	29712
Larp1b	1705	21682	23820	23070	27253	23111	22091
Larp4	6747	80786	95913	89973	91495	93984	89720
Larp4b	4688	6419	8004	7318	8761	8153	7241
Larp6	2308	0	0	0	0	4	0
Larp7	2121	2961	3363	3173	4168	3532	3342
Lars	3806	2003	2242	2504	2300	2108	1910
Lars2	3881	1712	1835	1431	2127	1814	1415
Las1l	2613	4690	6056	5657	6227	4755	4698
Lasp1	3433	3938	4594	5860	2178	1322	970
Lat	1234	119	103	169	119	85	99
Lat2	1672	298	319	397	257	177	232
Lats1	7215	1730	1727	1644	2672	2111	2127
Lats2	5554	2044	2214	2293	2392	1794	1651
Lax1	2371	2	0	2	6	0	9
Layn	1786	1	0	1	0	0	4
Lbh	3068	20	0	4	12	2	6
Lbhd1	1150	103	148	94	144	130	141
Lbp	2525	11	12	0	28	16	20
Lbr	3552	5195	5777	5448	8078	7562	6908
Lbx1	864	52	32	35	11	36	17
Lbx2	817	63	53	42	45	36	29
Lca5	4782	12	20	16	24	22	16
Lca5l	3170	44	36	33	50	11	30
Lcat	1362	65	53	99	36	19	29
Lce1a1	708	0	0	0	0	0	0
Lce1a2	715	0	0	0	0	0	0
Lce1b	647	0	0	0	0	0	0
Lce1c	724	0	0	0	0	0	0
Lce1d	678	0	0	0	0	0	0
Lce1e	712	0	0	0	0	0	0
Lce1f	717	0	0	0	0	0	0
Lce1g	922	0	0	0	0	0	0
Lce1h	706	0	0	0	0	0	2
Lce1i	731	0	0	0	0	0	0
Lce1j	698	9	0	0	0	0	0
Lce1k	663	0	0	0	0	0	0
Lce1l	670	0	0	0	1	0	0
Lce1m	877	0	4	0	0	0	0
Lce3a	549	0	0	0	0	0	0
Lce3b	561	0	0	0	0	0	0
Lce3c	564	0	0	0	0	0	0
Lce3d	560	0	0	0	0	0	0
Lce3e	607	0	0	0	0	0	0
Lce3f	611	0	0	0	0	0	0
Lce6a	791	0	0	0	0	0	0
Lck	2298	107	86	117	89	81	92
Lclat1	4474	6679	8405	7812	9282	7953	7847
Lcmt1	1369	104	126	50	65	36	62
Lcmt2	3407	87	128	120	152	81	75
Lcn10	1105	0	0	0	0	0	0
Lcn11	652	0	0	0	0	0	0
Lcn12	716	0	0	0	0	0	0
Lcn2	853	7	9	16	1	14	12
Lcn3	684	0	0	0	0	0	0
Lcn4	774	0	0	0	0	0	0
Lcn5	1176	0	0	0	0	0	0
Lcn6	808	0	0	0	0	0	5
Lcn8	652	0	0	0	2	0	0
Lcn9	839	13	29	11	40	16	31
Lcor	4663	534	664	557	809	789	497
Lcorl	9991	160	198	203	266	198	199
Lcp1	4337	32	70	68	66	76	98
Lcp2	3348	0	2	0	0	0	0
Lct	6166	29	45	73	31	45	54
Lctl	2171	212	358	276	240	202	181
Ldah	3082	734	842	694	744	646	616
Ldb1	2670	4126	5420	4791	4869	3563	3201
Ldb2	2667	1	0	0	0	2	2
Ldb3	6015	8	17	4	13	6	11
Ldha	1930	228	282	348	429	315	224
Ldhal6b	1445	31	47	34	10	23	24
Ldhb	1304	304	288	376	566	443	397
Ldhc	1310	20	17	36	32	25	33
Ldhd	2221	58	40	17	24	36	50
Ldlr	4533	804	903	775	642	516	374
Ldlrad1	947	21	13	24	8	6	2
Ldlrad2	1828	2	9	16	11	5	9
Ldlrad3	3910	38	46	28	49	20	30
Ldlrad4	2493	63	122	154	206	121	145
Ldlrap1	2671	1302	1476	1549	1681	1418	1066
Ldoc1	1335	0	0	0	0	0	16
Ldoc1l	4426	132	106	172	138	132	86
Leap2	497	9	6	10	6	2	11
Lect1	1436	123	175	157	236	144	179
Lect2	877	1	1	0	0	0	0
Lef1	3687	82	92	104	133	123	92
Lefty1	1604	0	0	0	2	18	3
Lefty2	2461	5	4	4	0	2	0
Lekr1	4276	2	0	8	10	5	11
Lelp1	870	0	0	0	0	0	0
Lemd1	983	15	5	6	13	2	4
Lemd2	2596	33	44	50	9	23	25
Lemd3	4743	4401	5355	5041	5586	5088	4653
Lenep	668	17	23	22	46	8	28
Leng1	2213	895	923	778	1286	916	851
Leng8	5094	3058	3536	3165	3580	2437	2517
Leng9	1690	42	62	38	18	19	30
Leo1	2192	5469	6383	6114	7083	6470	5741
Lep	3257	14	8	6	0	3	4
Lepr	6634	65	110	74	63	73	91
Leprot	1827	91	138	126	129	119	101
Leprotl1	2585	136	178	144	124	112	141
Letm1	3480	573	646	650	804	945	677
Letm2	2100	80	107	125	107	74	72
Letmd1	2579	405	404	435	369	239	290
Lfng	2284	10	2	8	2	0	0
Lgals1	800	6	0	10	0	6	11
Lgals12	2755	20	32	32	34	8	21
Lgals2	592	27	22	37	30	20	23
Lgals3	1406	39	28	61	26	16	38
Lgals3bp	2168	3	5	5	2	4	5
Lgals4	1439	21	15	43	36	22	43
Lgals6	901	0	0	0	0	0	2
Lgals7	597	1	11	30	2	9	13
Lgals8	3020	3585	4118	4208	4526	3622	3338
Lgals9	1586	133	200	210	250	171	174
Lgalsl	3635	678	775	846	720	484	516
Lgi1	4259	14	2	7	18	18	29
Lgi2	1927	2	14	2	49	16	16
Lgi3	3181	0	6	4	0	0	1
Lgi4	3444	2	0	0	2	4	0
Lgmn	1874	2249	2413	2579	2464	1808	1698
Lgr4	5060	264	377	275	670	569	446
Lgr5	4711	62	81	55	78	51	48
Lgr6	3623	38	32	61	36	10	18
Lgsn	1903	9	2	3	0	1	3
Lhb	509	10	18	14	24	17	13
Lhcgr	2553	0	1	0	2	0	0
Lhfp	2089	4	17	18	29	8	22
Lhfpl1	1774	16	25	14	33	29	4
Lhfpl2	4348	231	331	248	232	255	195
Lhfpl3	2981	2	2	11	12	15	2
Lhfpl4	4765	34	3	5	41	14	12
Lhfpl5	1247	104	187	167	114	116	108
Lhpp	1607	18	37	35	28	51	27
Lhx1	2750	0	2	0	1	0	0
Lhx1os	624	0	0	0	0	0	0
Lhx2	2820	14	14	47	14	10	4
Lhx3	2375	17	15	0	11	6	8
Lhx4	1851	0	0	6	0	6	4
Lhx5	2736	5	0	2	0	0	0
Lhx6	3577	0	1	7	55	26	19
Lhx8	1977	42	47	26	13	38	30
Lhx9	5750	10	8	30	10	10	7
Lias	1668	1804	2061	2304	2652	2541	2548
Lif	4339	188	195	200	106	117	131
Lifr	10333	27	22	33	37	20	20
Lig1	3519	1439	1617	1429	1596	1367	1203
Lig3	5971	6538	8012	7693	9765	8449	7642
Lig4	4081	292	471	392	408	320	317
Lilr4b	1487	0	0	4	2	0	0
Lilra5	2109	2	12	4	2	0	10
Lilra6	2578	14	37	17	26	47	25
Lilrb4a	1500	0	0	0	0	0	0
Lim2	866	0	4	4	11	7	3
Lima1	4436	577	662	714	857	638	790
Limch1	6460	415	345	362	455	335	350
Limd1	4853	204	150	187	187	167	175
Limd2	2950	179	186	245	238	131	140
Lime1	1959	160	183	116	177	115	124
Limk1	4013	401	596	571	478	288	374
Limk2	5050	539	646	628	505	373	276
Lims1	4941	602	651	652	736	669	640
Lims2	1688	9	6	8	2	3	4
Lin28a	3480	3515	3806	3802	4369	3460	3019
Lin28b	5403	400	342	417	778	699	591
Lin37	1124	86	152	157	138	158	132
Lin52	2144	361	416	411	634	532	645
Lin54	4733	1220	1361	1460	1331	1123	1222
Lin7a	6835	2	2	0	12	10	0
Lin7b	716	5	21	12	9	14	16
Lin7c	4136	4351	5800	5052	6763	6924	6866
Lin9	3160	825	1020	925	1022	851	905
Lincenc1	3544	512	763	586	757	426	394
Linc-md1	521	0	0	0	0	0	0
Lincpint	1808	0	2	2	0	8	6
Lincppara	1489	0	0	0	0	0	0
Lincred1	4916	24	11	54	19	22	1
Lingo1	3295	50	38	56	32	12	22
Lingo2	5066	21	13	10	8	30	16
Lingo3	3439	14	18	52	30	28	16
Lingo4	2943	0	4	0	0	0	0
Lins	5243	59	60	83	34	38	66
Lipa	2971	4	0	0	0	0	0
Lipc	1920	5	1	0	0	0	2
Lipe	3272	18	33	39	45	31	39
Lipf	1353	0	2	1	0	4	0
Lipg	3787	14	15	43	54	16	16
Liph	3860	129	96	129	167	74	65
Lipi	2082	0	0	0	0	0	0
Lipk	2240	3	0	0	0	0	0
Lipm	2701	2	2	3	8	8	4
Lipn	1502	0	0	2	0	1	0
Lipo1	2721	14	28	8	21	14	26
Lipt1	1555	221	258	170	176	114	160
Lipt2	1229	25	21	21	24	26	4
Litaf	2237	2709	3566	3665	2987	2489	2378
Lix1	3103	26	25	8	15	7	5
Lix1l	2509	23	52	94	32	30	43
Lkaaear1	716	0	8	0	0	0	0
Llgl1	4425	1149	1518	1540	1927	1421	1273
Llgl2	3614	1171	1233	1364	1448	1141	1071
Llph	1162	2953	3159	3074	3801	3377	2831
Lman1	3714	577	600	569	717	432	536
Lman1l	1737	3	4	13	17	8	21
Lman2	4315	1910	2210	2022	2620	2283	2118
Lman2l	2225	79	152	125	92	107	82
Lmbr1	4932	85	161	95	154	102	124
Lmbr1l	2167	662	600	771	898	567	486
Lmbrd1	5392	1263	1710	1504	1840	1758	1547
Lmbrd2	3046	649	729	682	821	624	616
Lmcd1	1728	0	2	0	0	1	0
Lmf1	1861	14	12	15	0	3	16
Lmf2	2906	439	431	428	506	332	288
Lmln	4111	134	168	181	281	160	132
Lmna	3362	1224	1672	1828	2236	1653	1370
Lmnb1	2843	9127	11239	10838	10110	7713	7581
Lmnb2	3371	714	816	737	577	476	536
Lmntd2	2047	12	24	24	16	13	12
Lmo1	1559	28	68	54	55	21	24
Lmo2	1900	6	0	2	0	2	2
Lmo3	2101	0	4	4	2	2	4
Lmo4	2049	56	60	52	46	36	28
Lmo7	6104	2924	3628	3232	3783	2775	2697
Lmod1	3942	198	194	215	160	156	202
Lmod2	1967	6	1	25	10	8	11
Lmod3	2242	112	149	247	123	69	116
Lmtk2	8114	6124	7023	6421	6158	4959	4814
Lmtk3	5029	30	43	45	33	34	29
Lmx1a	3338	16	14	38	26	67	42
Lmx1b	1219	29	33	68	87	45	50
Lncbate1	894	0	0	0	0	0	2
Lnp	8775	662	687	787	514	451	568
Lnpep	5181	1116	1290	1239	1320	992	980
Lnx1	3819	11	40	19	19	8	30
Lnx2	4543	207	327	370	380	258	256
LOC100038947	1456	0	0	0	0	0	0
LOC100040786	3447	0	0	0	0	0	0
LOC100041034	1462	12145	11438	9635	14135	10955	11205
LOC100043315	1006	4	0	0	0	2	5
LOC100048884	887	0	0	0	0	0	0
LOC100049077	723	5	2	11	3	4	0
LOC100125594	1120	0	0	0	0	6	0
LOC100502896	1240	0	2	0	0	0	0
LOC100503496	1776	0	0	0	0	0	0
LOC100504039	1219	0	0	0	0	0	0
LOC100504703	329	6	1	5	10	7	11
LOC100505025	1818	0	0	0	0	0	0
LOC100861615	1991	0	0	0	0	0	1
LOC100861978	3951	0	0	0	0	0	0
LOC100862015	3720	0	0	0	0	0	0
LOC100862268	1836	4	0	0	0	0	0
LOC101055749	449	4	0	2	0	0	0
LOC101055863	4960	0	0	0	0	0	0
LOC102631757	1698	0	0	0	0	0	0
LOC102634401	893	0	0	0	0	0	0
LOC102636514	553	0	1	0	0	0	0
LOC105245869	2759	91	188	164	198	224	168
LOC105246506	2708	30	35	44	49	27	26
LOC106740	1088	13	24	38	25	46	20
LOC432842	3827	0	2	0	0	6	2
LOC664787	1205	141	225	207	317	248	346
LOC666331	472	38	55	58	72	38	47
Loh12cr1	1937	157	220	199	289	273	178
Lonp1	2966	4210	4670	4734	5610	4864	4512
Lonp2	2944	1422	1531	1515	1939	1647	1524
Lonrf1	3930	290	504	520	753	555	606
Lonrf2	5077	36	40	36	39	59	53
Lonrf3	7370	1407	1702	1636	1867	1643	1449
Lor	1779	4	4	0	4	0	0
Lox	4934	0	10	8	39	30	47
Loxhd1	6595	50	115	67	82	164	88
Loxl1	3338	138	156	183	246	177	142
Loxl2	5180	194	211	238	86	125	96
Loxl3	4049	28	56	48	93	35	23
Loxl4	5437	13	15	40	43	12	28
Lpar1	3638	1118	1216	1080	931	826	853
Lpar2	5701	54	53	40	68	28	48
Lpar3	2494	0	2	10	6	0	0
Lpar4	4237	0	0	0	0	4	0
Lpar5	1515	350	346	398	123	138	117
Lpar6	2468	5	26	14	22	22	58
Lpcat1	1605	482	814	680	922	840	625
Lpcat2	2800	12	15	37	11	11	0
Lpcat2b	2782	2	0	0	0	0	0
Lpcat3	2502	1361	1622	1682	1609	1395	1337
Lpcat4	1902	1743	1983	2014	1707	1357	990
Lpgat1	7248	2699	2395	2989	2708	2447	2481
Lpin1	5725	220	211	347	68	96	67
Lpin2	5868	351	354	521	571	628	533
Lpin3	3523	158	127	146	124	90	127
Lpl	4049	10	4	12	19	4	4
Lpo	2927	42	34	10	18	12	8
Lpp	15996	243	232	248	169	198	163
Lppos	854	9	28	12	24	12	2
Lppr1	3762	0	0	0	0	0	0
Lppr2	2773	0	8	25	1	0	4
Lppr3	4275	240	417	334	417	228	328
Lppr4	5689	0	2	0	0	0	3
Lppr5	4295	14	12	2	48	38	36
Lpxn	1673	0	10	0	2	0	2
Lrat	5349	0	0	0	0	0	0
Lrba	11507	2959	3172	3143	4472	3341	3169
Lrch1	4707	49	53	74	104	64	75
Lrch2	3616	5	4	2	2	4	6
Lrch3	5918	123	163	122	160	117	102
